AT,1980944
AT,2229630
AT,2229631
AT,2229632
AT,2245545
AT,2248025
AT,2430523
AT,2430524
AT,2430532
AT,2430540
AT,2430552
AT,2430555
AT,2430557
AT,2430558
AT,2433212
AT,2591417
AT,2593878
AT,2601580
AT,2718807
AT,2724228
AT,2758868
AT,2769305
AT,2769382
AT,2805236
AT,2805237
AT,2807562
AT,2825961
AT,2834736
AT,2834739
AT,2862080
AT,3117309
AT,3123326
AT,E350701
AT,E350702
AT,E355552
AT,E382896
AT,E482430
AT,E491178
AT,E492847
AT,E497212
AT,E500553
AT,E514130
AT,E516538
AT,E540355
AT,E546774
AT350701
AT350702
AT355552
AT382896
AT482430
AT491178
AT492847
AT497212
AT500553
AT514130
AT516538
AT540355
AT546774
AU,2001280986
AU,2001286125
AU,2001290633
AU,2003210950
AU,2003274988
AU,2003278998
AU,2003285575
AU,2004236860
AU,2005264379
AU,2005310967
AU,2005310983
AU,2005314793
AU,2005315254
AU,2006215727
AU,2006265303
AU,2006294984
AU,2006326213
AU,2007212667
AU,2007264420
AU,2007268102
AU,2008228412
AU,2008246236
AU,2008252037
AU,2008253091
AU,2008296894
AU,2008304255
AU,2008304265
AU,2009205645
AU,2009242182
AU,2009246750
AU,2009294201
AU,2009328456
AU,2009335623
AU,2010212305
AU,2010221770
AU,2010236920
AU,2010246464
AU,2010251988
AU,2010338446
AU,2010353843
AU,2010355798
AU,2010355800
AU,2010355801
AU,2010355805
AU,2010355810
AU,2010355813
AU,2010355814
AU,2010355815
AU,2010355817
AU,2010355865
AU,2011203511
AU,2011229395
AU,2011247542
AU,2011319565
AU,2011335219
AU,2012221821
AU,2012227102
AU,2012253411
AU,2012260534
AU,2012265964
AU,2012266572
AU,2012266573
AU,2012278225
AU,2012278232
AU,2012278245
AU,2012360180
AU,2012360181
AU,2012366768
AU,2012366769
AU,2012366770
AU,2012373734
AU,2012373735
AU,2012373736
AU,2012382775
AU,2012382776
AU,2012382777
AU,2012382778
AU,2012382779
AU,2012382780
AU,2012382781
AU,2013217351
AU,2013233826
AU,2013233830
AU,2013233831
AU,2013233974
AU,2013233992
AU,2013233993
AU,2013276133
AU,2013276134
AU,2013276800
AU,2013282831
AU,2013284042
AU,2013375139
AU,2013375140
AU,2014200413
AU,2014208864
AU,2015228889
AU,2015230885
AU,2015233738
AU,2015233763
AU,2015238517
AU,2015238632
AU,2015238662
AU,2015238663
AU,2015238665
AU,2015238706
AU,747314
AU,753490
AU,757787
AU,767447
AU2001280986
AU2001286125
AU2001290633
AU2003210950
AU2003274988
AU2003278998
AU2003285575
AU2004236860
AU2005264379
AU2005310967
AU2005310983
AU2005314793
AU2005315254
AU2006215727
AU2006265303
AU2006294984
AU2006326213
AU2007212667
AU2007264420
AU2007268102
AU2008228412
AU2008246236
AU2008252037
AU2008253091
AU2008296894
AU2008304255
AU2008304265
AU2009205645
AU2009242182
AU2009246750
AU2009294201
AU2009328456
AU2009335623
AU2010212305
AU2010221770
AU2010236920
AU2010246464
AU2010251988
AU2010338446
AU2010353843
AU2010355798
AU2010355800
AU2010355801
AU2010355805
AU2010355810
AU2010355813
AU2010355814
AU2010355815
AU2010355817
AU2010355865
AU2011203511
AU2011229395
AU2011247542
AU2011319565
AU2011335219
AU2012221821
AU2012227102
AU2012253411
AU2012260534
AU2012265964
AU2012266572
AU2012266573
AU2012278225
AU2012278232
AU2012278245
AU2012360180
AU2012360181
AU2012366768
AU2012366769
AU2012366770
AU2012373734
AU2012373735
AU2012373736
AU2012382775
AU2012382776
AU2012382777
AU2012382778
AU2012382779
AU2012382780
AU2012382781
AU2013217351
AU2013233826
AU2013233830
AU2013233831
AU2013233974
AU2013233992
AU2013233993
AU2013276133
AU2013276134
AU2013276800
AU2013282831
AU2013284042
AU2013375139
AU2013375140
AU2014200413
AU2014208864
AU2015228889
AU2015230885
AU2015233738
AU2015233763
AU2015238517
AU2015238632
AU2015238662
AU2015238663
AU2015238665
AU2015238706
AU747314
AU753490
AU757787
AU767447
BE,1588255
BE,1588267
BE,1623294
BE,1623316
BE,1653343
BE,1653365
BE,1980944
BE,2174227
BE,2176771
BE,2218009
BE,2223203
BE,2223214
BE,2229620
BE,2229630
BE,2229631
BE,2229632
BE,2245545
BE,2248025
BE,2290539
BE,2430523
BE,2430524
BE,2430532
BE,2430540
BE,2430552
BE,2430555
BE,2430557
BE,2430558
BE,2433212
BE,2591417
BE,2593878
BE,2601580
BE,2718807
BE,2724228
BE,2758868
BE,2769305
BE,2769382
BE,2805236
BE,2805237
BE,2807562
BE,2825961
BE,2834736
BE,2834739
BE,2862080
BE,3117309
BE,3123326
BG,1653343
BG,1653365
BG,1980944
BG,2174227
BG,2176771
BG,2218009
BG,2223203
BG,2223214
BG,2229620
BG,2229630
BG,2229631
BG,2229632
BG,2245545
BG,2248025
BG,2290539
BG,2430523
BG,2430524
BG,2430532
BG,2430540
BG,2430555
BG,2430558
BG,2591417
BG,2593878
BG,2718807
BG,2758868
BG,2769305
BG,2769382
BG,2805236
